facility_id,timestamp,emission,power_in_MW,name,network_region,units,latitude,longitude,fuel_source,value_price_in_$/MWh,value_demand_in_MW
STANWELL,2025-10-01T00:00:00+10:00,17.95,245.23,Stanwell,QLD,"[{'code': 'STAN-1', 'code_display': 'STAN-1', 'fueltech_id': 'coal_black', 'status_id': 'operating', 'capacity_registered': 365.0, 'capacity_maximum': 385.0, 'emissions_factor_co2': 0.8571, 'data_first_seen': '1998-12-07T02:40:00+10:00', 'data_last_seen': '2026-09-06T00:00:00+10:00', 'dispatch_type': 'GENERATOR', 'commencement_date': '1992-12-31T14:00:00+10:00', 'commencement_date_specificity': 'year', 'expected_closure_date': '2042-12-31T14:00:00+10:00', 'expected_closure_date_specificity': 'year', 'max_generation': 388.4947, 'max_generation_interval': '2019-09-06T21:20:00', 'created_at': '2023-10-18T04:35:21Z', 'updated_at': '2026-06-29T04:37:38Z'}, {'code': 'STAN-4', 'code_display': 'STAN-4', 'fueltech_id': 'coal_black', 'status_id': 'operating', 'capacity_registered': 365.0, 'capacity_maximum': 385.0, 'emissions_factor_co2': 0.8571, 'data_first_seen': '1998-12-07T02:40:00+10:00', 'data_last_seen': '2026-09-06T00:00:00+10:00', 'dispatch_type': 'GENERATOR', 'commencement_date': '1995-12-31T14:00:00+10:00', 'commencement_date_specificity': 'year', 'expected_closure_date': '2045-12-31T14:00:00+10:00', 'expected_closure_date_specificity': 'year', 'max_generation': 401.6, 'max_generation_interval': '2010-11-19T15:35:00', 'created_at': '2023-10-18T04:35:21Z', 'updated_at': '2026-06-29T04:37:31Z'}, {'code': 'STAN-2', 'code_display': 'STAN-2', 'fueltech_id': 'coal_black', 'status_id': 'operating', 'capacity_registered': 365.0, 'capacity_maximum': 385.0, 'emissions_factor_co2': 0.8571, 'data_first_seen': '1998-12-07T02:40:00+10:00', 'data_last_seen': '2026-09-06T00:00:00+10:00', 'dispatch_type': 'GENERATOR', 'commencement_date': '1993-12-31T14:00:00+10:00', 'commencement_date_specificity': 'year', 'expected_closure_date': '2043-12-31T14:00:00+10:00', 'expected_closure_date_specificity': 'year', 'max_generation': 387.277, 'max_generation_interval': '2020-09-22T15:20:00', 'created_at': '2023-10-18T04:35:21Z', 'updated_at': '2026-06-29T04:37:23Z'}, {'code': 'STAN-3', 'code_display': 'STAN-3', 'fueltech_id': 'coal_black', 'status_id': 'operating', 'capacity_registered': 365.0, 'capacity_maximum': 385.0, 'emissions_factor_co2': 0.8571, 'data_first_seen': '1998-12-07T02:40:00+10:00', 'data_last_seen': '2026-09-06T00:00:00+10:00', 'dispatch_type': 'GENERATOR', 'commencement_date': '1994-12-31T14:00:00+10:00', 'commencement_date_specificity': 'year', 'expected_closure_date': '2044-12-31T14:00:00+10:00', 'expected_closure_date_specificity': 'year', 'max_generation': 387.1232, 'max_generation_interval': '2017-09-18T15:15:00', 'created_at': '2023-10-18T04:35:21Z', 'updated_at': '2026-06-29T04:37:14Z'}]",-23.507452,150.313355,coal_black,54.82,5989.24
STARFHILL,2025-10-01T00:00:00+10:00,0,6.698,Starfish Hill,SA,"[{'code': 'STARHLWF', 'code_display': 'STARHLWF', 'fueltech_id': 'wind', 'status_id': 'operating', 'capacity_registered': 34.5, 'capacity_maximum': 35.0, 'data_first_seen': '2009-07-01T00:05:00+10:00', 'data_last_seen': '2026-09-06T00:00:00+10:00', 'dispatch_type': 'GENERATOR', 'commencement_date': '2003-08-31T14:00:00+10:00', 'commencement_date_specificity': 'month', 'expected_closure_date': '2032-12-31T14:00:00+10:00', 'expected_closure_date_specificity': 'year', 'max_generation': 35.49, 'max_generation_interval': '2009-07-12T09:50:00', 'created_at': '2023-10-18T04:35:22Z', 'updated_at': '2026-01-19T01:45:52Z'}]",-35.567844,138.139148,wind,8.11,1564.92
STOCKYD,2025-10-01T00:00:00+10:00,0,337.78,Stockyard Hill,VIC,"[{'code': 'STOCKYD1', 'code_display': 'STOCKYD1', 'fueltech_id': 'wind', 'status_id': 'operating', 'capacity_registered': 531.0, 'capacity_maximum': 511.0, 'data_first_seen': '2021-07-08T00:05:00+08:00', 'data_last_seen': '2026-09-06T00:00:00+08:00', 'dispatch_type': 'GENERATOR', 'commencement_date': '2021-07-07T14:00:00+08:00', 'commencement_date_specificity': 'day', 'expected_closure_date': '2044-12-31T14:00:00+08:00', 'expected_closure_date_specificity': 'year', 'max_generation': 510.22, 'max_generation_interval': '2023-07-13T21:45:00', 'created_at': '2023-10-18T04:35:22Z', 'updated_at': '2026-08-10T05:26:10Z'}]",-37.552275,143.340126,wind,8.95,4893.49
STWF,2025-10-01T00:00:00+10:00,0,136.271,Silverton,NSW,"[{'code': 'STWF1', 'code_display': 'STWF1', 'fueltech_id': 'wind', 'status_id': 'operating', 'capacity_registered': 198.94, 'capacity_maximum': 198.0, 'data_first_seen': '2018-02-26T00:05:00+10:00', 'data_last_seen': '2026-09-06T00:00:00+10:00', 'dispatch_type': 'GENERATOR', 'commencement_date': '2018-05-14T14:00:00+10:00', 'commencement_date_specificity': 'day', 'expected_closure_date': '2042-12-31T14:00:00+10:00', 'expected_closure_date_specificity': 'year', 'max_generation': 197.4375, 'max_generation_interval': '2020-08-18T22:45:00', 'created_at': '2023-10-18T04:35:22Z', 'updated_at': '2026-06-29T04:38:38Z'}]",-31.86095,141.296349,wind,56.98,7105.57
SWAN_E,2025-10-01T00:00:00+10:00,0,0.58,Swanbank E,QLD,"[{'code': 'SWAN_E', 'code_display': 'SWAN_E', 'fueltech_id': 'gas_ccgt', 'status_id': 'operating', 'capacity_registered': 385.0, 'capacity_maximum': 385.0, 'emissions_factor_co2': 0.401, 'data_first_seen': '2002-05-15T10:35:00+10:00', 'data_last_seen': '2026-09-06T00:00:00+10:00', 'dispatch_type': 'GENERATOR', 'commencement_date': '2002-05-20T14:00:00+10:00', 'commencement_date_specificity': 'day', 'expected_closure_date': '2035-12-31T14:00:00+10:00', 'expected_closure_date_specificity': 'year', 'max_generation': 545.23, 'max_generation_interval': '2002-06-06T15:00:00', 'created_at': '2023-10-18T04:35:23Z', 'updated_at': '2026-06-29T05:25:44Z'}]",-27.655138,152.817933,gas_ccgt,54.82,5989.24
TARALGA,2025-10-01T00:00:00+10:00,0,48.698,Taralga,NSW,"[{'code': 'TARALGA1', 'code_display': 'TARALGA1', 'fueltech_id': 'wind', 'status_id': 'operating', 'capacity_registered': 106.8, 'capacity_maximum': 106.0, 'data_first_seen': '2014-12-11T00:05:00+08:00', 'data_last_seen': '2026-09-06T00:00:00+08:00', 'dispatch_type': 'GENERATOR', 'commencement_date': '2014-12-22T14:00:00+08:00', 'commencement_date_specificity': 'day', 'expected_closure_date': '2041-12-31T14:00:00+08:00', 'expected_closure_date_specificity': 'year', 'max_generation': 110.8116, 'max_generation_interval': '2025-09-25T15:15:00', 'created_at': '2023-10-18T04:35:23Z', 'updated_at': '2026-06-29T04:52:52Z'}]",-34.431428,149.865258,wind,56.98,7105.57
TARONG,2025-10-01T00:00:00+10:00,0.044,0.6,Tarong,QLD,"[{'code': 'TARONG#1', 'code_display': 'TARONG#1', 'fueltech_id': 'coal_black', 'status_id': 'operating', 'capacity_registered': 350.0, 'capacity_maximum': 385.0, 'emissions_factor_co2': 0.8837, 'data_first_seen': '1998-12-07T02:40:00+10:00', 'data_last_seen': '2026-09-06T00:00:00+10:00', 'dispatch_type': 'GENERATOR', 'commencement_date': '1984-04-30T14:00:00+10:00', 'commencement_date_specificity': 'month', 'expected_closure_date': '2035-12-31T14:00:00+10:00', 'expected_closure_date_specificity': 'year', 'max_generation': 386.5, 'max_generation_interval': '2007-10-29T09:30:00', 'created_at': '2023-10-18T04:35:23Z', 'updated_at': '2026-06-29T04:53:19Z'}, {'code': 'TARONG#4', 'code_display': 'TARONG#4', 'fueltech_id': 'coal_black', 'status_id': 'operating', 'capacity_registered': 350.0, 'capacity_maximum': 385.0, 'emissions_factor_co2': 0.8837, 'data_first_seen': '1998-12-07T02:40:00+10:00', 'data_last_seen': '2026-09-06T00:00:00+10:00', 'dispatch_type': 'GENERATOR', 'commencement_date': '1986-08-31T14:00:00+10:00', 'commencement_date_specificity': 'month', 'expected_closure_date': '2036-12-31T14:00:00+10:00', 'expected_closure_date_specificity': 'year', 'max_generation': 381.1, 'max_generation_interval': '2019-12-11T12:50:00', 'created_at': '2023-10-18T04:35:23Z', 'updated_at': '2026-06-29T04:53:51Z'}, {'code': 'TARONG#3', 'code_display': 'TARONG#3', 'fueltech_id': 'coal_black', 'status_id': 'operating', 'capacity_registered': 350.0, 'capacity_maximum': 385.0, 'emissions_factor_co2': 0.8837, 'data_first_seen': '1998-12-07T02:40:00+10:00', 'data_last_seen': '2026-09-06T00:00:00+10:00', 'dispatch_type': 'GENERATOR', 'commencement_date': '1986-01-31T14:00:00+10:00', 'commencement_date_specificity': 'month', 'expected_closure_date': '2036-12-31T14:00:00+10:00', 'expected_closure_date_specificity': 'year', 'max_generation': 386.0, 'max_generation_interval': '2010-12-09T16:50:00', 'created_at': '2023-10-18T04:35:23Z', 'updated_at': '2026-06-29T04:53:31Z'}, {'code': 'TARONG#2', 'code_display': 'TARONG#2', 'fueltech_id': 'coal_black', 'status_id': 'operating', 'capacity_registered': 350.0, 'capacity_maximum': 385.0, 'emissions_factor_co2': 0.8837, 'data_first_seen': '1998-12-07T02:40:00+10:00', 'data_last_seen': '2026-09-06T00:00:00+10:00', 'dispatch_type': 'GENERATOR', 'commencement_date': '1985-04-30T14:00:00+10:00', 'commencement_date_specificity': 'month', 'expected_closure_date': '2035-12-31T14:00:00+10:00', 'expected_closure_date_specificity': 'year', 'max_generation': 387.0, 'max_generation_interval': '2010-05-06T17:45:00', 'created_at': '2023-10-18T04:35:23Z', 'updated_at': '2026-06-29T04:53:41Z'}]",-26.784086,151.914537,coal_black,54.82,5989.24
TARONGN,2025-10-01T00:00:00+10:00,19.504,278.5,Tarong North,QLD,"[{'code': 'TNPS1', 'code_display': 'TNPS1', 'fueltech_id': 'coal_black', 'status_id': 'operating', 'capacity_registered': 443.0, 'capacity_maximum': 480.0, 'emissions_factor_co2': 0.8438, 'data_first_seen': '2002-09-16T17:05:00+10:00', 'data_last_seen': '2026-09-06T00:00:00+10:00', 'dispatch_type': 'GENERATOR', 'commencement_date': '2002-11-08T14:00:00+10:00', 'commencement_date_specificity': 'day', 'expected_closure_date': '2036-12-31T14:00:00+10:00', 'expected_closure_date_specificity': 'year', 'max_generation': 484.3, 'max_generation_interval': '2003-05-02T08:15:00', 'created_at': '2023-10-18T04:35:23Z', 'updated_at': '2026-06-29T04:54:12Z'}]",-26.774391,151.914007,coal_black,54.82,5989.24
TARRALEA,2025-10-01T00:00:00+10:00,0,59.7,Tarraleah,TAS,"[{'code': 'TARRALEA', 'code_display': 'TARRALEA', 'fueltech_id': 'hydro', 'status_id': 'operating', 'capacity_registered': 90.0, 'capacity_maximum': 94.0, 'data_first_seen': '2005-05-16T13:35:00+10:00', 'data_last_seen': '2026-09-06T00:00:00+10:00', 'dispatch_type': 'GENERATOR', 'commencement_date': '1938-06-30T14:00:00+10:00', 'commencement_date_specificity': 'month', 'expected_closure_date': '2099-12-31T14:00:00+10:00', 'expected_closure_date_specificity': 'year', 'max_generation': 127.2, 'max_generation_interval': '2005-08-30T09:10:00', 'created_at': '2023-10-18T04:35:23Z', 'updated_at': '2026-06-29T04:54:34Z'}]",-42.301224,146.457294,hydro,0.12,898.71
TB2SF,2025-10-01T00:00:00+10:00,0,0.347,Tailem Bend 2,SA,"[{'code': 'TB2B1', 'code_display': 'TB2B1', 'fueltech_id': 'battery', 'status_id': 'operating', 'capacity_registered': 50.0, 'capacity_maximum': 41.0, 'capacity_storage': 84.0, 'data_first_seen': '2024-11-21T00:05:00+10:00', 'data_last_seen': '2026-09-06T00:00:00+10:00', 'dispatch_type': 'BIDIRECTIONAL', 'commencement_date': '2023-10-27T14:00:00+10:00', 'commencement_date_specificity': 'day', 'expected_closure_date': '2047-12-31T14:00:00+10:00', 'expected_closure_date_specificity': 'year', 'max_generation': 41.3285, 'max_generation_interval': '2026-02-12T07:45:00', 'created_at': '2024-12-01T22:34:42Z', 'updated_at': '2026-05-28T00:45:27Z'}, {'code': 'TB2BL1', 'code_display': '0TB2BL1', 'fueltech_id': 'battery_discharging', 'status_id': 'operating', 'capacity_registered': 50.0, 'capacity_maximum': 41.0, 'capacity_storage': 84.0, 'data_first_seen': '2023-02-28T00:05:00+10:00', 'data_last_seen': '2026-09-05T14:50:00+10:00', 'dispatch_type': 'GENERATOR', 'commencement_date': '2023-10-27T14:00:00+10:00', 'commencement_date_specificity': 'day', 'expected_closure_date': '2047-12-31T14:00:00+10:00', 'expected_closure_date_specificity': 'year', 'max_generation': 41.5, 'max_generation_interval': '2024-10-24T17:50:00', 'created_at': '2023-10-18T04:35:24Z', 'updated_at': '2026-06-30T00:27:48Z'}, {'code': 'TB2BG1', 'code_display': '0TB2BG1', 'fueltech_id': 'battery_charging', 'status_id': 'operating', 'capacity_registered': 50.0, 'capacity_maximum': 41.0, 'capacity_storage': 84.0, 'data_first_seen': '2023-02-28T00:05:00+10:00', 'data_last_seen': '2026-09-06T00:00:00+10:00', 'dispatch_type': 'LOAD', 'commencement_date': '2023-10-27T14:00:00+10:00', 'commencement_date_specificity': 'day', 'expected_closure_date': '2047-12-31T14:00:00+10:00', 'expected_closure_date_specificity': 'year', 'max_generation': 41.5, 'max_generation_interval': '2025-10-28T15:15:00', 'created_at': '2023-10-18T04:35:24Z', 'updated_at': '2026-06-30T00:27:59Z'}, {'code': 'TB2SF1', 'code_display': 'TB2SF1', 'fueltech_id': 'solar_utility', 'status_id': 'operating', 'capacity_registered': 105.0, 'capacity_maximum': 87.0, 'data_first_seen': '2023-02-28T00:05:00+10:00', 'data_last_seen': '2026-09-06T00:00:00+10:00', 'dispatch_type': 'GENERATOR', 'commencement_date': '2023-08-24T14:00:00+10:00', 'commencement_date_specificity': 'day', 'expected_closure_date': '2052-12-31T14:00:00+10:00', 'expected_closure_date_specificity': 'year', 'max_generation': 87.3688, 'max_generation_interval': '2024-01-05T14:40:00', 'created_at': '2023-10-18T04:35:24Z', 'updated_at': '2026-06-30T00:27:25Z'}]",-35.271346,139.488379,battery,8.11,1564.92
TEMPB,2025-10-01T00:00:00+10:00,0,2,Templers,SA,"[{'code': 'TEMPB1', 'code_display': 'TEMPB1', 'fueltech_id': 'battery', 'status_id': 'operating', 'capacity_registered': 138.0, 'capacity_maximum': 111.0, 'capacity_storage': 285.0, 'data_first_seen': '2025-05-20T00:05:00+10:00', 'data_last_seen': '2026-09-06T00:00:00+10:00', 'dispatch_type': 'BIDIRECTIONAL', 'commencement_date': '2025-05-19T14:00:00+10:00', 'commencement_date_specificity': 'day', 'expected_operation_date': '2025-07-31T14:00:00+10:00', 'expected_operation_date_specificity': 'month', 'expected_closure_date': '2048-12-31T14:00:00+10:00', 'expected_closure_date_specificity': 'year', 'max_generation': 111.1, 'max_generation_interval': '2026-03-20T09:10:00', 'created_at': '2024-12-02T02:55:33Z', 'updated_at': '2026-01-15T05:30:04Z'}, {'code': 'TEMPBL1', 'code_display': '0TEMPBL1', 'fueltech_id': 'battery_charging', 'status_id': 'operating', 'capacity_registered': 138.0, 'capacity_maximum': 111.0, 'capacity_storage': 285.0, 'data_first_seen': '2025-05-20T00:05:00+10:00', 'data_last_seen': '2026-09-06T00:00:00+10:00', 'dispatch_type': 'LOAD', 'commencement_date': '2025-05-19T14:00:00+10:00', 'commencement_date_specificity': 'day', 'expected_operation_date': '2025-07-31T14:00:00+10:00', 'expected_operation_date_specificity': 'month', 'expected_closure_date': '2048-12-31T14:00:00+10:00', 'expected_closure_date_specificity': 'year', 'max_generation': 112.1, 'max_generation_interval': '2025-11-30T12:00:00', 'created_at': '2025-04-07T00:00:41Z', 'updated_at': '2026-06-25T05:41:47Z'}, {'code': 'TEMPBG1', 'code_display': '0TEMPBG1', 'fueltech_id': 'battery_discharging', 'status_id': 'operating', 'capacity_registered': 138.0, 'capacity_maximum': 111.0, 'capacity_storage': 285.0, 'data_first_seen': '2025-05-20T08:35:00+10:00', 'data_last_seen': '2026-07-13T17:20:00+10:00', 'dispatch_type': 'GENERATOR', 'commencement_date': '2025-05-19T14:00:00+10:00', 'commencement_date_specificity': 'day', 'expected_operation_date': '2025-07-31T14:00:00+10:00', 'expected_operation_date_specificity': 'month', 'expected_closure_date': '2048-12-31T14:00:00+10:00', 'expected_closure_date_specificity': 'year', 'max_generation': 111.1, 'max_generation_interval': '2026-03-20T09:10:00', 'created_at': '2025-04-07T00:04:54Z', 'updated_at': '2026-06-25T05:41:36Z'}]",-34.461503,138.772925,battery,8.11,1564.92
TIB,2025-10-01T00:00:00+10:00,0,4.55,Torrens Island,SA,"[{'code': 'TIBG1', 'code_display': '0TIBG1', 'fueltech_id': 'battery_discharging', 'status_id': 'operating', 'capacity_registered': 250.0, 'capacity_maximum': 250.0, 'capacity_storage': 250.0, 'data_first_seen': '2023-04-26T00:05:00+10:00', 'data_last_seen': '2026-09-06T00:00:00+10:00', 'dispatch_type': 'GENERATOR', 'commencement_date': '2023-04-25T14:00:00+10:00', 'commencement_date_specificity': 'day', 'expected_closure_date': '2042-12-31T14:00:00+10:00', 'expected_closure_date_specificity': 'year', 'max_generation': 251.78, 'max_generation_interval': '2023-08-25T09:30:00', 'created_at': '2023-10-18T04:35:25Z', 'updated_at': '2026-08-10T06:41:14Z'}, {'code': 'TIBL1', 'code_display': '0TIBL1', 'fueltech_id': 'battery_charging', 'status_id': 'operating', 'capacity_registered': 250.0, 'capacity_maximum': 250.0, 'capacity_storage': 250.0, 'data_first_seen': '2023-04-26T00:05:00+10:00', 'data_last_seen': '2026-09-05T23:40:00+10:00', 'dispatch_type': 'LOAD', 'commencement_date': '2023-04-25T14:00:00+10:00', 'commencement_date_specificity': 'day', 'expected_closure_date': '2042-12-31T14:00:00+10:00', 'expected_closure_date_specificity': 'year', 'max_generation': 250.0, 'max_generation_interval': '2023-09-13T09:35:00', 'created_at': '2023-10-18T04:35:25Z', 'updated_at': '2026-08-10T06:41:18Z'}, {'code': 'TIB1', 'code_display': 'TIB1', 'fueltech_id': 'battery', 'status_id': 'operating', 'capacity_registered': 250.0, 'capacity_maximum': 250.0, 'capacity_storage': 250.0, 'data_first_seen': '2024-08-08T04:05:00+10:00', 'data_last_seen': '2026-09-06T00:00:00+10:00', 'dispatch_type': 'BIDIRECTIONAL', 'commencement_date': '2023-04-25T14:00:00+10:00', 'commencement_date_specificity': 'day', 'expected_closure_date': '2042-12-31T14:00:00+10:00', 'expected_closure_date_specificity': 'year', 'max_generation': 251.23, 'max_generation_interval': '2025-09-02T19:15:00', 'created_at': '2024-11-06T23:30:41Z', 'updated_at': '2026-08-10T06:41:22Z'}]",-34.802305,138.520262,battery_discharging,8.11,1564.92
TORRIS,2025-10-01T00:00:00+10:00,1.895,0,Torrens Island,SA,"[{'code': 'TORRB3', 'code_display': 'TORRB3', 'fueltech_id': 'gas_steam', 'status_id': 'operating', 'capacity_registered': 200.0, 'capacity_maximum': 210.0, 'emissions_factor_co2': 0.5758, 'data_first_seen': '1998-12-07T02:40:00+10:00', 'data_last_seen': '2026-09-06T00:00:00+10:00', 'dispatch_type': 'GENERATOR', 'commencement_date': '1975-12-31T14:00:00+10:00', 'commencement_date_specificity': 'year', 'closure_date_specificity': 'day', 'expected_closure_date': '2028-06-29T14:00:00+10:00', 'expected_closure_date_specificity': 'day', 'max_generation': 213.18, 'max_generation_interval': '2001-07-17T10:45:00', 'created_at': '2023-10-18T04:35:25Z', 'updated_at': '2026-06-04T03:57:34Z'}, {'code': 'TORRB2', 'code_display': 'TORRB2', 'fueltech_id': 'gas_steam', 'status_id': 'operating', 'capacity_registered': 200.0, 'capacity_maximum': 210.0, 'emissions_factor_co2': 0.5758, 'data_first_seen': '1998-12-07T02:40:00+10:00', 'data_last_seen': '2026-09-06T00:00:00+10:00', 'dispatch_type': 'GENERATOR', 'commencement_date': '1975-12-31T14:00:00+10:00', 'commencement_date_specificity': 'year', 'closure_date_specificity': 'day', 'expected_closure_date': '2028-06-29T14:00:00+10:00', 'expected_closure_date_specificity': 'day', 'max_generation': 215.95, 'max_generation_interval': '2003-06-09T20:25:00', 'created_at': '2023-10-18T04:35:25Z', 'updated_at': '2026-06-04T03:57:56Z'}, {'code': 'TORRB4', 'code_display': 'TORRB4', 'fueltech_id': 'gas_steam', 'status_id': 'operating', 'capacity_registered': 200.0, 'capacity_maximum': 210.0, 'emissions_factor_co2': 0.5758, 'data_first_seen': '1998-12-07T02:40:00+10:00', 'data_last_seen': '2026-09-06T00:00:00+10:00', 'dispatch_type': 'GENERATOR', 'commencement_date': '1975-12-31T14:00:00+10:00', 'commencement_date_specificity': 'year', 'closure_date_specificity': 'day', 'expected_closure_date': '2028-06-29T14:00:00+10:00', 'expected_closure_date_specificity': 'day', 'max_generation': 213.5153, 'max_generation_interval': '2009-12-22T10:20:00', 'created_at': '2023-10-18T04:35:25Z', 'updated_at': '2026-06-04T03:52:54Z'}, {'code': 'TORRA4', 'code_display': 'TORRA4', 'fueltech_id': 'gas_steam', 'status_id': 'retired', 'capacity_registered': 120.0, 'capacity_maximum': 120.0, 'emissions_factor_co2': 0.5758, 'data_first_seen': '1998-12-07T02:40:00+10:00', 'data_last_seen': '2020-09-30T00:00:00+10:00', 'dispatch_type': 'GENERATOR', 'commencement_date': '1966-12-31T14:00:00+10:00', 'commencement_date_specificity': 'year', 'closure_date': '2022-08-31T14:00:00+10:00', 'closure_date_specificity': 'month', 'expected_closure_date': '2022-08-31T14:00:00+10:00', 'expected_closure_date_specificity': 'month', 'max_generation': 128.65, 'max_generation_interval': '2002-06-11T17:55:00', 'created_at': '2023-10-18T04:35:25Z', 'updated_at': '2026-06-04T03:54:27Z'}, {'code': 'TORRA3', 'code_display': 'TORRA3', 'fueltech_id': 'gas_steam', 'status_id': 'retired', 'capacity_registered': 120.0, 'capacity_maximum': 120.0, 'emissions_factor_co2': 0.5758, 'data_first_seen': '1998-12-07T02:40:00+10:00', 'data_last_seen': '2022-09-30T00:00:00+10:00', 'dispatch_type': 'GENERATOR', 'commencement_date': '1966-12-31T14:00:00+10:00', 'commencement_date_specificity': 'year', 'closure_date': '2021-08-31T14:00:00+10:00', 'closure_date_specificity': 'month', 'expected_closure_date': '2021-08-31T14:00:00+10:00', 'expected_closure_date_specificity': 'month', 'max_generation': 129.44, 'max_generation_interval': '2001-11-02T13:40:00', 'created_at': '2023-10-18T04:35:25Z', 'updated_at': '2026-06-04T03:54:09Z'}, {'code': 'TORRB1', 'code_display': 'TORRB1', 'fueltech_id': 'gas_steam', 'status_id': 'operating', 'capacity_registered': 200.0, 'capacity_maximum': 210.0, 'emissions_factor_co2': 0.5758, 'data_first_seen': '1998-12-07T02:40:00+10:00', 'data_last_seen': '2026-07-01T00:00:00+10:00', 'dispatch_type': 'GENERATOR', 'commencement_date': '1975-12-31T14:00:00+10:00', 'commencement_date_specificity': 'year', 'closure_date_specificity': 'day', 'expected_closure_date': '2026-06-29T14:00:00+10:00', 'expected_closure_date_specificity': 'day', 'max_generation': 220.1, 'max_generation_interval': '2014-07-02T09:35:00', 'created_at': '2023-10-18T04:35:25Z', 'updated_at': '2026-06-04T03:57:12Z'}, {'code': 'TORRA1', 'code_display': 'TORRA1', 'fueltech_id': 'gas_steam', 'status_id': 'retired', 'capacity_registered': 120.0, 'capacity_maximum': 120.0, 'emissions_factor_co2': 0.5758, 'data_first_seen': '1998-12-07T02:40:00+10:00', 'data_last_seen': '2021-09-30T00:00:00+10:00', 'dispatch_type': 'GENERATOR', 'commencement_date': '1966-12-31T14:00:00+10:00', 'commencement_date_specificity': 'year', 'closure_date': '2020-08-31T14:00:00+10:00', 'closure_date_specificity': 'month', 'expected_closure_date': '2020-08-31T14:00:00+10:00', 'expected_closure_date_specificity': 'month', 'max_generation': 131.78, 'max_generation_interval': '1999-09-20T11:25:00', 'created_at': '2023-10-18T04:35:25Z', 'updated_at': '2026-06-04T03:53:18Z'}, {'code': 'TORRA2', 'code_display': 'TORRA2', 'fueltech_id': 'gas_steam', 'status_id': 'retired', 'capacity_registered': 120.0, 'capacity_maximum': 120.0, 'emissions_factor_co2': 0.5758, 'data_first_seen': '1998-12-07T02:40:00+10:00', 'data_last_seen': '2020-09-30T00:00:00+10:00', 'dispatch_type': 'GENERATOR', 'commencement_date': '1966-12-31T14:00:00+10:00', 'commencement_date_specificity': 'year', 'closure_date': '2020-08-31T14:00:00+10:00', 'closure_date_specificity': 'month', 'expected_closure_date': '2020-08-31T14:00:00+10:00', 'expected_closure_date_specificity': 'month', 'max_generation': 127.0597, 'max_generation_interval': '2012-07-02T12:40:00', 'created_at': '2023-10-18T04:35:25Z', 'updated_at': '2026-06-04T03:53:51Z'}]",-34.80651,138.523127,gas_steam,8.11,1564.92
TULLYSM,2025-10-01T00:00:00+10:00,0.015,9.9,Tully Sugar Mill,QLD,"[{'code': 'TULLYSM1', 'code_display': 'TULLYSM1', 'fueltech_id': 'bioenergy_biomass', 'status_id': 'operating', 'capacity_registered': 32.0, 'capacity_maximum': 10.0, 'emissions_factor_co2': 0.018, 'data_first_seen': '2024-08-27T00:05:00+10:00', 'data_last_seen': '2026-09-06T00:00:00+10:00', 'dispatch_type': 'GENERATOR', 'commencement_date': '1996-12-31T14:00:00+10:00', 'commencement_date_specificity': 'year', 'expected_closure_date': '2049-12-31T14:00:00+10:00', 'expected_closure_date_specificity': 'year', 'max_generation': 11.8, 'max_generation_interval': '2024-11-12T01:35:00', 'created_at': '2024-10-01T03:43:38Z', 'updated_at': '2026-07-16T03:57:19Z'}]",-17.937329,145.92739,bioenergy_biomass,54.82,5989.24
TUNGATIN,2025-10-01T00:00:00+10:00,0,80.25,Tungatinah,TAS,"[{'code': 'TUNGATIN', 'code_display': 'TUNGATIN', 'fueltech_id': 'hydro', 'status_id': 'operating', 'capacity_registered': 125.0, 'capacity_maximum': 142.0, 'data_first_seen': '2005-05-16T13:35:00+10:00', 'data_last_seen': '2026-09-06T00:00:00+10:00', 'dispatch_type': 'GENERATOR', 'commencement_date': '1954-12-31T14:00:00+10:00', 'commencement_date_specificity': 'year', 'expected_closure_date': '2099-12-31T14:00:00+10:00', 'expected_closure_date_specificity': 'year', 'max_generation': 144.58, 'max_generation_interval': '2018-07-13T18:35:00', 'created_at': '2023-10-18T04:35:26Z', 'updated_at': '2026-06-29T05:10:22Z'}]",-42.296802,146.456568,hydro,0.12,898.71
